"word","id","property","object","question","sparql"
"uk","209","  ","[United_Kingdom]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?area WHERE { dbr:United_Kingdom areaTotal ?area }","How large is the area of UK?"
"  ","364","  ","[United_Kingdom]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Secret_Intelligence_Service headquarter ?uri . ?uri country United_Kingdom }","In which UK city are the headquarters of the MI6?"
"unc","176","  ","[resource/UNC_Health_Care]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/UNC_Health_Care> <http://dbpedia.org/property/speciality> ?uri }","What are the specialities of the UNC Health Care?"
"union","230","  ","[dbr:European_Union]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?europop WHERE { dbr:European_Union populationTotal ?europop }","how much is the total population of  european union?"
"united","22","  ","[United_States, Headquarters_of_the_United_Nations]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri dbp:densityrank ?density } ORDER BY ASC(?density) LIMIT 1","Which state of the United States of America has the highest density?"
"  ","318","  ","[United_States, Headquarters_of_the_United_Nations]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Natalie_Portman birthPlace ?city . ?city country United_States }","Was Natalie Portman born in the United States?"
"  ","404","  ","[United_States, Headquarters_of_the_United_Nations]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Headquarters_of_the_United_Nations location ?uri . ?uri rdf:type City }","In which city are the headquarters of the United Nations?"
"universal","15","  ","[Universal_Studios]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Universal_Studios owner ?uri }","Who is the owner of Universal Studios?"
"university,","49","  ","[University, University_of_Oxford, Columbia_University]","SELECT DISTINCT ?string WHERE { <http://dbpedia.org/resource/University_of_Oxford> <http://dbpedia.org/ontology/officialSchoolColour> ?string }","What is the official color of the University of Oxford?"
"  ","140","  ","[University, University_of_Oxford, Columbia_University]","SELECT (COUNT(DISTINCT ?uri) AS ?c) WHERE { ?uri <http://dbpedia.org/ontology/profession> <http://dbpedia.org/resource/Politician> ; <http://dbpedia.org/ontology/almaMater> <http://dbpedia.org/resource/Columbia_University> }","How many politicians graduated from Columbia University?"
"  ","206","  ","[University, University_of_Oxford, Columbia_University]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?s WHERE { dbr:Pennsylvania_State_University state ?s }","In which state Penn State University is located?"
"  ","237","  ","[University, University_of_Oxford, Columbia_University]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT DISTINCT ?country WHERE { dbr:Sungkyunkwan_University city ?city ; country ?country }","Where is Sungkyunkwan University?"
"  ","248","  ","[University, University_of_Oxford, Columbia_University]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?university WHERE { Angela_Merkel almaMater ?university }","Which university did Angela Merkel attend?"
"  ","266","  ","[University, University_of_Oxford, Columbia_University]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { Arnold_Schwarzenegger almaMater ?x . ?x rdf:type University }","Did Arnold Schwarzenegger attend a university?"
"urals","65","  ","[Ural_Mountains]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Ural_Mountains> <http://dbpedia.org/property/highest> ?uri }","What is the highest place of the Urals?"
"us","229","  ","[dbr:8th_President_of_the_United_States]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?name WHERE { dbr:8th_President_of_the_United_States wikiPageRedirects ?link . ?link dbp:name ?name }","Who is 8th president of US?"
"usa","16","  ","[yago:WikicatStatesOfTheUnitedStates]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:densityrank ?rank } ORDER BY ASC(?rank) LIMIT 1","Which state of the USA has the highest population density?"
"utah","25","  ","[Utah]","PREFIX yago: <http://dbpedia.org/class/yago/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { Utah dbp:timezone ?x . ?uri rdf:type yago:WikicatStatesOfTheUnitedStates ; dbp:timezone ?x FILTER ( ?uri != Utah ) }","Which U.S. states are in the same timezone as Utah?"
"  ","108","  ","[Utah]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Utah> <http://dbpedia.org/property/timezone> ?x . ?uri a <http://dbpedia.org/class/yago/WikicatStatesOfTheUnitedStates> ; <http://dbpedia.org/property/timezone> ?x FILTER ( ?uri != <http://dbpedia.org/resource/Utah> ) }","Which U.S. states are in the same time zone as Utah?"
"uzi","14","  ","[Uzi]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Weapon ; dbp:designer ?x . Uzi dbp:designer ?x FILTER ( ?uri != Uzi ) }","Which other weapons did the designer of the Uzi develop?"
"vatican","190","  ","[Vatican_Television_Center]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type Pope . Vatican_Television_Center foundedBy ?uri }","Who was the pope that founded the Vatican Television?"
"velvet","314","  ","[Velvet_Goldmine]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Velvet_Goldmine starring Christian_Bale }","Is Christian Bale starring in Velvet Goldmine?"
"video,","32","  ","[VideoGame, Category:Action_role-playing_video_games]","SELECT DISTINCT ?uri WHERE { ?uri <http://purl.org/dc/terms/subject> <http://dbpedia.org/resource/Category:Action_role-playing_video_games> ; <http://dbpedia.org/property/ign> ?score } ORDER BY DESC(?score) LIMIT 10","What are the top-10 action role-playing video games according to IGN?"
"  ","232","  ","[VideoGame, Category:Action_role-playing_video_games]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { World_of_Warcraft developer ?uri }","Who developed the video game World of Warcraft?"
"  ","295","  ","[VideoGame, Category:Action_role-playing_video_games]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type VideoGame ; publisher Mean_Hamster_Software }","Give me all video games published by Mean Hamster Software."
"  ","358","  ","[VideoGame, Category:Action_role-playing_video_games]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdfs: <http://www.w3.org/2000/01/rdf-schema#> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> ASK WHERE { ?uri rdf:type VideoGame ; rdfs:label ""Battle Chess""@en }","Is there a video game called Battle Chess?"
"vienna","179","  ","[resource/Vienna]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/birthPlace> <http://dbpedia.org/resource/Vienna> ; <http://dbpedia.org/ontology/deathPlace> <http://dbpedia.org/resource/Berlin> }","Give me all people that were born in Vienna and died in Berlin."
"volcanos","47","  ","[Volcano]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Volcano> ; <http://dbpedia.org/ontology/locatedInArea> <http://dbpedia.org/resource/Japan> ; <http://dbpedia.org/ontology/eruptionYear> ?date FILTER ( year(?date) >= 2000 ) }","Which volcanos in Japan erupted since 2000?"
"wall","299","  ","[dbr:The_Wall]","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?writers WHERE { dbr:The_Wall dbp:writer ?writers }","Who are the writers of the Wall album of Pink Floyd?"
"war","319","  ","[War_and_Peace, dbr:Wars_of_the_Roses]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?n WHERE { War_and_Peace numberOfPages ?n }","How many pages does War and Peace have?"
"  ","324","  ","[War_and_Peace, dbr:Wars_of_the_Roses]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> ASK WHERE { Andrew_Jackson battle ?battle }","Was U.S. president Jackson involved in a war?"
"  ","341","  ","[War_and_Peace, dbr:Wars_of_the_Roses]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT DISTINCT ?result WHERE { ?uri isPartOfMilitaryConflict dbr:Wars_of_the_Roses ; result ?result ; date ?date } ORDER BY DESC(?date) OFFSET 0 LIMIT 1","What was the final result of the War of the Roses?"
"warcraft","232","  ","[World_of_Warcraft]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { World_of_Warcraft developer ?uri }","Who developed the video game World of Warcraft?"
"washington","98","  ","[resource/Washington_(state)]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Washington_(state)> <http://dbpedia.org/property/largestmetro> ?uri }","What is the largest metropolitan area in Washington state?"
"weapon","14","  ","[Weapon]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Weapon ; dbp:designer ?x . Uzi dbp:designer ?x FILTER ( ?uri != Uzi ) }","Which other weapons did the designer of the Uzi develop?"
"  ","153","  ","[Weapon]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Weapon> ; <http://dbpedia.org/property/designer> <http://dbpedia.org/resource/Heckler_&_Koch> }","Which weapons did Heckler & Koch develop?"
"weser","246","  ","[Weser]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Weser city ?uri }","Which cities does the Weser flow through?"
"west","147","  ","[West_African_CFA_franc]","SELECT DISTINCT ?uri WHERE { ?uri <http://dbpedia.org/ontology/currency> <http://dbpedia.org/resource/West_African_CFA_franc> }","In which countries can you pay using the West African CFA franc?"
"westphalia","278","  ","[dbr:North_Rhine-Westphalia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX dbr: <http://dbpedia.org/resource/> SELECT ?tarea WHERE { dbr:North_Rhine-Westphalia areaTotal ?tarea }","how big is the total area of North Rhine- Westphalia?"
"wikipedia","200","  ","[Wikipedia]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Wikipedia author ?uri }","Who created Wikipedia?"
"wildlife_specials","352","  ","[BBC_Wildlife_Specials]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { BBC_Wildlife_Specials presenter ?uri }","Who is the host of the BBC Wildlife Specials?"
"wine","387","  ","[Sparkling_wine]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { ?uri wineProduced Sparkling_wine ; location France }","Where in France is sparkling wine produced?"
"world","68","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","SELECT DISTINCT ?uri WHERE { ?uri <http://www.w3.org/1999/02/22-rdf-syntax-ns#type> <http://dbpedia.org/ontology/WorldHeritageSite> . { ?uri <http://dbpedia.org/property/year> '2013'^^xsd:integer . } UNION { ?uri <http://dbpedia.org/property/year> '2014'^^xsd:integer . } }","Give me all world heritage sites designated within the past two years."
"  ","105","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","SELECT DISTINCT ?n WHERE { <http://dbpedia.org/resource/Brazil_national_football_team> <http://dbpedia.org/property/fifaMin> ?n }","What was Brazil's lowest rank in the FIFA World Ranking?"
"  ","148","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Holiday }","Which holidays are celebrated around the world?"
"  ","188","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Country ; areaTotal ?n } ORDER BY DESC(?n) OFFSET 0 LIMIT 1","What is the largest country in the world?"
"  ","232","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { World_of_Warcraft developer ?uri }","Who developed the video game World of Warcraft?"
"  ","251","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT ?uri WHERE { ?uri rdf:type BodyOfWater ; length ?length } ORDER BY DESC(?length) LIMIT 1","What is the longest river in the world?"
"  ","281","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX dbr: <http://dbpedia.org/resource/> PREFIX dbp: <http://dbpedia.org/property/> SELECT ?Date WHERE { dbr:2018_FIFA_World_Cup dbp:date ?Date } ORDER BY DESC(?Date) LIMIT 1","When will start the final match of the football world cup 2018?"
"  ","305","  ","[WorldHeritageSite, World_of_Warcraft, dbr:2018_FIFA_World_Cup]","PREFIX  <http://dbpedia.org/ontology/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Holiday }","Which holidays are celebrated around the world? test2"
"writer","33","  ","[Writer, predicate=dbp:writer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> ; <http://dbpedia.org/ontology/award> <http://dbpedia.org/resource/Nobel_Prize_in_Literature> }","Give me all writers that won the Nobel Prize in literature."
"  ","100","  ","[Writer, predicate=dbp:writer]","SELECT DISTINCT ?uri WHERE { ?uri a <http://dbpedia.org/ontology/Writer> { ?uri <http://dbpedia.org/ontology/almaMater> ?x } UNION { ?uri <http://dbpedia.org/ontology/education> ?x } { ?x <http://dbpedia.org/ontology/city> <http://dbpedia.org/resource/Istanbul> } UNION { ?x <http://dbpedia.org/property/city> <http://dbpedia.org/resource/Istanbul> } }","Which writers studied in Istanbul?"
"wyoming","66","  ","[Wyoming]","SELECT DISTINCT ?uri WHERE { <http://dbpedia.org/resource/Wyoming> <http://dbpedia.org/property/governor> ?uri }","Who is the governor of Wyoming?"
"yeti","196","  ","[Yeti_Airlines]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { Yeti_Airlines targetAirport ?uri }","Which airports does Yeti Airlines serve?"
"yokohama","304","  ","[Yokohama_Marine_Tower]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?num WHERE { Yokohama_Marine_Tower height ?num }","How high is the Yokohama Marine Tower?"
"york","5","  ","[New_York_City, Borough_(New_York_City)]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> SELECT DISTINCT ?uri WHERE { New_York_City leaderName ?uri }","Who is the mayor of New York City?"
"  ","393","  ","[New_York_City, Borough_(New_York_City)]","PREFIX  <http://dbpedia.org/ontology/> SELECT DISTINCT ?uri WHERE { ?uri governmentType <http://dbpedia.org/resource/Borough_(New_York_City)> }","What are the five boroughs of New York?"
"  ","408","  ","[New_York_City, Borough_(New_York_City)]","PREFIX  <http://dbpedia.org/ontology/> PREFIX  <http://dbpedia.org/resource/> PREFIX rdf: <http://www.w3.org/1999/02/22-rdf-syntax-ns#> SELECT DISTINCT ?uri WHERE { ?uri rdf:type Museum ; location New_York_City ; numberOfVisitors ?num } ORDER BY DESC(?num) OFFSET 0 LIMIT 1","Which museum in New York has the most visitors?"
