id,questions,sparq,answer
704,Was war der Produzent von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
705,Was waren die Produzenten von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
706,Welche Organisation ist der Produzent von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
707,Welche Organisation war der Produzent von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
708,Welche Organisationen sind die Produzenten von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
709,Welche Organisationen waren die Produzenten von Kontaktloses Bezahlen?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contactless_payment>    },NETS (company)
710,Gib mir den Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
711,Gib mir die Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
712,Was ist der Produzent von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
713,Was sind die Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
714,Was war der Produzent von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
715,Was waren die Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
716,Welche Organisation ist der Produzent von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
717,Welche Organisation war der Produzent von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
718,Welche Organisationen sind die Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
719,Welche Organisationen waren die Produzenten von Containerbr??cke?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Container_crane>    },Mitsui Engineering & Shipbuilding
720,Gib mir den Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
721,Gib mir die Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
722,Was ist der Produzent von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
723,Was sind die Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
724,Was war der Produzent von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
725,Was waren die Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
726,Welche Organisation ist der Produzent von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
727,Welche Organisation war der Produzent von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
728,Welche Organisationen sind die Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
729,Welche Organisationen waren die Produzenten von Contentfilter?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content-control_software>    },ScanSafe
730,Gib mir den Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
731,Gib mir die Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
732,Was ist der Produzent von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
733,Was sind die Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
734,Was war der Produzent von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
735,Was waren die Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
736,Welche Organisation ist der Produzent von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
737,Welche Organisation war der Produzent von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
738,Welche Organisationen sind die Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
739,Welche Organisationen waren die Produzenten von Content Delivery Network?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_delivery_network>    },MetaCDN
740,Gib mir den Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
741,Gib mir die Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
742,Was ist der Produzent von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
743,Was sind die Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
744,Was war der Produzent von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
745,Was waren die Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
746,Welche Organisation ist der Produzent von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
747,Welche Organisation war der Produzent von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
748,Welche Organisationen sind die Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
749,Welche Organisationen waren die Produzenten von Content-Management?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management>    },UserLand Software
750,Gib mir den Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
751,Gib mir die Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
752,Was ist der Produzent von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
753,Was sind die Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
754,Was war der Produzent von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
755,Was waren die Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
756,Welche Organisation ist der Produzent von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
757,Welche Organisation war der Produzent von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
758,Welche Organisationen sind die Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
759,Welche Organisationen waren die Produzenten von Content-Management-System?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Content_management_system>    },Webydo
760,Gib mir den Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
761,Gib mir die Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
762,Was ist der Produzent von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
763,Was sind die Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
764,Was war der Produzent von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
765,Was waren die Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
766,Welche Organisation ist der Produzent von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
767,Welche Organisation war der Produzent von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
768,Welche Organisationen sind die Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
769,Welche Organisationen waren die Produzenten von Semantisches Targeting?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contextual_advertising>    },ZergNet
770,Gib mir den Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
771,Gib mir die Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
772,Was ist der Produzent von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
773,Was sind die Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
774,Was war der Produzent von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
775,Was waren die Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
776,Welche Organisation ist der Produzent von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
777,Welche Organisation war der Produzent von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
778,Welche Organisationen sind die Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
779,Welche Organisationen waren die Produzenten von Stufenloses Getriebe?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Continuously_variable_transmission>    },Linde Hydraulics
780,Gib mir den Produzenten von Kontrafagott?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contrabassoon>    },Cabart
781,Gib mir die Produzenten von Kontrafagott?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contrabassoon>    },Cabart
782,Was ist der Produzent von Kontrafagott?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contrabassoon>    },Cabart
783,Was sind die Produzenten von Kontrafagott?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contrabassoon>    },Cabart
784,Was war der Produzent von Kontrafagott?,select  ?s    {   ?s <http://dbpedia.org/ontology/product>  <http://dbpedia.org/resource/Contrabassoon>    },Cabart
